title,distributor,summary,theaters_count,week_gross,total_gross,sales_ending_week
"My Sailor, My Love",Music Box Films,A retired sea captain and his daughter must reassess their strained relationship after he begins a new romance with a widowed housekeeper.,1,$509,"$88,593",2024-01-11
Sex-Positive,Entertainment Squad,"Virginia tumbles into a wild and thrilling new world of sexual liberation when she moves in with a group of polyamorous party animals, including the charming but commitment-phobic Jake.",3,$483,"$3,748",2024-01-11
Skin Deep,Kino Lorber,"At first glance, Leyla and Tristan seem like a happy young couple. But when they travel to a mysterious, remote island, a game of identities begins, which changes everything.",1,$464,"$8,562",2024-01-11
Fitting In,Blue Fox Entertainment,"A teen girl is diagnosed with a reproductive condition that upends her plans to have a sex life, propelling her to explore unusual methods. Her relationships are challenged with everyone in her life, but most importantly, herself.",1,$445,"$87,320",2024-01-11
Godard Cinema,Kino Lorber,"Jean-Luc Godard is cinema, its quintessence. Having just turned 91, he has made more than 140 films. We hate him as much as we worship him. Where does his aura come from? From legendary films of course, but also from Godard himself.",1,$429,"$23,257",2024-01-11
Make Me Famous,Red Splat Productions,"A madcap romp through the 1980's NYC art scene amid the colorful career of painter, Edward Brezinski, hell-bent on making it. Filmed in NYC, Detroit, San Francisco, Ireland, Berlin and the Cote d'Azur.",1,$152,"$43,584",2024-01-11
Fremont,Music Box Films,"Donya works for a Chinese fortune cookie factory. Formerly a translator for the U.S. military, she struggles to put her life back in order. In a moment of sudden revelation, she decides to send out a special message in a cookie.",1,$28,"$271,343",2024-01-11
Bob Marley: One Love,Paramount Pictures,"The story of how reggae icon Bob Marley overcame adversity, and the journey behind his revolutionary music.","3,597","$17,652,384","$75,341,080",2024-01-11
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,Sony Pictures Releasing,"Tanjiro undergoes rigorous training with the Stone Hashira, Himejima, in his quest to become a Hashira. Meanwhile, Muzan continues to search for Nezuko and Ubuyashiki.","1,949","$13,636,455","$13,636,455",2024-01-11
Ordinary Angels,Lionsgate,Inspired by the incredible true story of a hairdresser who single-handedly rallies an entire community to help a widowed father save the life of his critically ill young daughter.,"3,020","$8,711,122","$8,711,122",2024-01-11
Madame Web,Columbia Pictures,"Forced to confront her past, Cassandra Webb, a Manhattan paramedic that may have clairvoyant abilities, forms a relationship with three young women destined for powerful futures, if they can survive their threatening present.","4,013","$7,795,542","$37,241,516",2024-01-11
The Chosen: S4 Episodes 4-6,Fathom Events,"Triple bill including:
                        ","2,222","$4,691,822","$8,927,147",2024-01-11
Argylle,Universal Pictures,A reclusive author who writes espionage novels about a secret agent and a global spy syndicate realizes that the plot of the new book she's writing starts to mirror real-world events in real time.,"3,060","$3,677,220","$42,568,805",2024-01-11
Migration,Universal Pictures,A family of ducks try to convince their overprotective father to go on the vacation of a lifetime.,"2,434","$3,510,995","$120,956,880",2024-01-11
Drive-Away Dolls,Focus Features,"Jamie regrets her breakup with her girlfriend, while Marian needs to relax. In search of a fresh start, they embark on an unexpected road trip to Tallahassee. Things quickly go awry when they cross paths with a group of inept criminals.","2,280","$3,323,570","$3,323,570",2024-01-11
Wonka,Warner Bros.,"With dreams of opening a shop in a city renowned for its chocolate, a young and poor Willy Wonka discovers that the industry is run by a cartel of greedy chocolatiers.","2,203","$3,013,328","$215,025,157",2024-01-11
The Beekeeper,Metro-Goldwyn-Mayer (MGM),"A kind-hearted landlady commits suicide after falling victim to a phishing scam, leading former ""Beekeeper"" operative Adam Clay to set out on a brutal campaign for revenge upon those responsible.","2,157","$2,632,013","$63,814,446",2024-01-11
Anyone But You,Columbia Pictures,"After an amazing first date, Bea and Ben's fiery attraction turns ice-cold--until they find themselves unexpectedly reunited at a wedding in Australia. So they do what any two mature adults would do: pretend to be a couple.","1,455","$1,630,433","$87,375,390",2024-01-11
Land of Bad,The Avenue Entertainment,A Delta Force team fights for survival as an Air Force drone pilot becomes its eyes in the sky.,"1,317","$1,392,577","$4,004,732",2024-01-11
Perfect Days,Neon,"Hirayama cleans public toilets in Tokyo, lives his life in simplicity and daily tranquility. Some encounters also lead him to reflect on himself.",253,"$1,001,264","$1,677,012",2024-01-11
2024 Oscar Nominated Short Films: Documentary,ShortsTV,"
            Latest Updates:
            News |
            Daily |
            Weekend |
            All Time |
            International |
            Showdowns",353,"$840,877","$2,190,897",2024-01-11
Lisa Frankenstein,Focus Features,"A coming of RAGE love story about a teenager and her crush, who happens to be a corpse. After a set of horrific circumstances bring him back to life, the two embark on a journey to find love, happiness - and a few missing body parts.","1,366","$834,675","$9,589,105",2024-01-11
Poor Things,Searchlight Pictures,"An account of the fantastical evolution of Bella Baxter, a young woman brought back to life by the brilliant and unorthodox scientist Dr. Godwin Baxter.",540,"$828,827","$33,161,592",2024-01-11
American Fiction,Metro-Goldwyn-Mayer (MGM),A novelist who's fed up with the establishment profiting from Black entertainment uses a pen name to write a book that propels him into the heart of the hypocrisy and madness he claims to disdain.,602,"$808,054","$20,248,029",2024-01-11
The Chosen: S4 Episodes 7-8,Fathom Events,"Double bill including:
                        ","2,203","$764,334","$764,334",2024-01-11
Mean Girls,Paramount Pictures,"Cady Heron is a hit with the Plastics, an A-list girl clique at her new school. But everything changes when she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",728,"$562,687","$72,245,214",2024-01-11
Night Swim,Universal Pictures,"A family moves into a new home, unaware that a dark secret from the house's past will unleash a malevolent force in the backyard pool.",571,"$540,310","$32,003,460",2024-01-11
The Taste of Things,IFC Films,"The story of Eugenie, an esteemed cook, and Dodin - the fine gourmet chef she has been working for over the last 20 years.",388,"$509,439","$1,986,942",2024-01-11
Stopmotion,IFC Films,A stop-motion animator struggles to control her demons after the loss of her overbearing mother.,384,"$507,846","$507,846",2024-01-11
Article 370,N/A,"Ahead of a major constitutional decision, special agent Zooni Haksar is tasked with a secret mission to quell violence in a conflict-ridden region.",161,"$480,697","$480,697",2024-01-11
The Zone of Interest,A24,Auschwitz commandant Rudolf Höss and his wife Hedwig strive to build a dream life for their family in a house and garden beside the camp.,371,"$465,788","$7,606,132",2024-01-11
Aquaman and the Lost Kingdom,Warner Bros.,"Black Manta seeks revenge on Aquaman for his father's death. Wielding the Black Trident's power, he becomes a formidable foe. To defend Atlantis, Aquaman forges an alliance with his imprisoned brother. They must protect the kingdom.",524,"$452,960","$124,244,631",2024-01-11
Les Misérables2024 Re-release,Universal Pictures,"In 19th-century France, Jean Valjean, who, for decades, has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",162,"$450,370","$450,370",2024-01-11
The Boys in the Boat,Amazon MGM Studios,"A 1930s-set story centered on the University of Washington's rowing team, from their Depression-era beginnings.",407,"$330,134","$52,423,878",2024-01-11
Origin,Neon,The unspoken system that has shaped America and chronicles how lives today are defined by a hierarchy of human divisions.,83,"$176,560","$4,568,491",2024-01-11
The Boy and the Heron,GKIDS,"In the wake of his mother's death and his father's remarriage, a headstrong boy ventures into a dreamlike world shared by the living and the dead in search of his missing stepmother.",124,"$157,858","$45,989,631",2024-01-11
Trolls Band Together,Universal Pictures,"Poppy discovers that Branch was once part of the boy band 'BroZone' with his brothers, Floyd, John Dory, Spruce and Clay. When Floyd is kidnapped, Branch and Poppy embark on a journey to reunite his two other brothers and rescue Floyd.",145,"$97,510","$102,996,915",2024-01-11
Anatomy of a Fall,Neon,A woman is suspected of murder after her husband's death; their half-blind son faces a moral dilemma as the main witness.,125,"$80,295","$4,797,268",2024-01-11
Nostalghia2024 Re-release,Kino Lorber,"A Russian poet and his interpreter travel to Italy researching the life of an 18th-century composer, and instead meet a ruminative madman who tells the poet how the world may be saved.",5,"$64,874","$64,874",2024-01-11
Amélie2024 Re-release,Sony Pictures Releasing,"Despite being caught in her imaginative world, young waitress Amelie decides to help people find happiness. Her quest to spread joy leads her on a journey during which she finds true love.",52,"$63,314","$468,240",2024-01-11
Wish,Walt Disney Studios Motion Pictures,A young girl wishes on a star and gets a more direct answer than she bargained for when a trouble-making star comes down from the sky to join her.,70,"$59,225","$63,883,394",2024-01-11
The Holdovers,Focus Features,"In 1970, a curmudgeonly history teacher at a New England boarding school remains on campus during Christmas break to supervise held over students, and ends up forming an unlikely bond with a brainy but damaged troublemaker.",226,"$55,320","$20,102,660",2024-01-11
